id_performance,id_employe,date_evaluation,score,objectifs_atteints
73,7,2022-01-01,79,False
74,7,2022-04-01,88,True
75,7,2022-07-01,96,False
76,7,2022-10-01,86,False
77,7,2023-01-01,56,True
78,7,2023-04-01,89,False
79,7,2023-07-01,88,False
80,7,2023-10-01,88,False
81,7,2024-01-01,63,True
82,7,2024-04-01,99,False
83,7,2024-07-01,53,False
84,7,2024-10-01,67,False
85,8,2022-01-01,97,True
86,8,2022-04-01,56,False
87,8,2022-07-01,77,True
88,8,2022-10-01,52,False
89,8,2023-01-01,80,True
90,8,2023-04-01,91,False
91,8,2023-07-01,69,True
92,8,2023-10-01,97,False
93,8,2024-01-01,60,False
94,8,2024-04-01,52,True
95,8,2024-07-01,56,True
96,8,2024-10-01,56,False
97,9,2022-01-01,83,False
98,9,2022-04-01,68,False
99,9,2022-07-01,58,False
100,9,2022-10-01,67,True
101,9,2023-01-01,97,True
102,9,2023-04-01,91,True
103,9,2023-07-01,63,False
104,9,2023-10-01,74,True
105,9,2024-01-01,88,True
106,9,2024-04-01,64,False
107,9,2024-07-01,76,False
108,9,2024-10-01,59,True
109,10,2022-01-01,53,True
110,10,2022-04-01,68,True
111,10,2022-07-01,77,True
112,10,2022-10-01,96,False
113,10,2023-01-01,82,False
114,10,2023-04-01,59,True
115,10,2023-07-01,79,False
116,10,2023-10-01,52,True
117,10,2024-01-01,90,False
118,10,2024-04-01,60,False
119,10,2024-07-01,51,False
120,10,2024-10-01,55,True
121,11,2022-01-01,89,False
122,11,2022-04-01,78,True
123,11,2022-07-01,79,False
124,11,2022-10-01,58,True
125,11,2023-01-01,51,True
126,11,2023-04-01,82,False
127,11,2023-07-01,83,False
128,11,2023-10-01,57,True
129,11,2024-01-01,82,True
130,11,2024-04-01,55,False
131,11,2024-07-01,89,True
132,11,2024-10-01,68,False
133,12,2022-01-01,76,True
134,12,2022-04-01,92,False
135,12,2022-07-01,82,False
136,12,2022-10-01,89,False
137,12,2023-01-01,54,True
138,12,2023-04-01,57,True
139,12,2023-07-01,91,False
140,12,2023-10-01,58,False
141,12,2024-01-01,72,True
142,12,2024-04-01,99,True
143,12,2024-07-01,64,True
144,12,2024-10-01,69,False
145,13,2022-01-01,74,True
146,13,2022-04-01,95,False
147,13,2022-07-01,83,False
148,13,2022-10-01,71,True
149,13,2023-01-01,97,False
150,13,2023-04-01,88,True
151,13,2023-07-01,84,True
152,13,2023-10-01,95,False
153,13,2024-01-01,57,False
154,13,2024-04-01,86,True
155,13,2024-07-01,77,False
156,13,2024-10-01,83,False
157,14,2022-01-01,64,False
158,14,2022-04-01,66,True
159,14,2022-07-01,96,False
160,14,2022-10-01,65,True
161,14,2023-01-01,58,True
162,14,2023-04-01,98,True
163,14,2023-07-01,62,True
164,14,2023-10-01,70,True
165,14,2024-01-01,59,False
166,14,2024-04-01,62,True
167,14,2024-07-01,69,True
168,14,2024-10-01,96,False
169,15,2022-01-01,57,False
170,15,2022-04-01,58,True
171,15,2022-07-01,90,True
172,15,2022-10-01,60,False
173,15,2023-01-01,59,True
174,15,2023-04-01,98,True
175,15,2023-07-01,74,True
176,15,2023-10-01,85,True
177,15,2024-01-01,75,False
178,15,2024-04-01,88,False
179,15,2024-07-01,89,True
180,15,2024-10-01,53,True
181,16,2022-01-01,79,False
182,16,2022-04-01,84,True
183,16,2022-07-01,80,False
184,16,2022-10-01,92,True
185,16,2023-01-01,53,False
186,16,2023-04-01,65,True
187,16,2023-07-01,71,True
188,16,2023-10-01,60,False
189,16,2024-01-01,82,False
190,16,2024-04-01,78,False
191,16,2024-07-01,88,False
192,16,2024-10-01,56,False
193,17,2022-01-01,88,False
194,17,2022-04-01,97,False
195,17,2022-07-01,89,True
196,17,2022-10-01,90,False
197,17,2023-01-01,94,True
198,17,2023-04-01,85,True
199,17,2023-07-01,73,False
200,17,2023-10-01,66,False
201,17,2024-01-01,62,True
202,17,2024-04-01,78,False
203,17,2024-07-01,77,False
204,17,2024-10-01,76,True
205,18,2022-01-01,80,False
206,18,2022-04-01,64,True
207,18,2022-07-01,69,False
208,18,2022-10-01,61,True
209,18,2023-01-01,58,True
210,18,2023-04-01,57,False
211,18,2023-07-01,97,False
212,18,2023-10-01,76,True
213,18,2024-01-01,62,True
214,18,2024-04-01,70,True
215,18,2024-07-01,80,True
216,18,2024-10-01,97,False
217,19,2022-01-01,92,False
218,19,2022-04-01,54,True
219,19,2022-07-01,77,True
220,19,2022-10-01,74,True
221,19,2023-01-01,84,True
222,19,2023-04-01,88,True
223,19,2023-07-01,87,False
224,19,2023-10-01,52,False
225,19,2024-01-01,94,True
226,19,2024-04-01,86,True
227,19,2024-07-01,99,False
228,19,2024-10-01,57,True
229,20,2022-01-01,76,True
230,20,2022-04-01,95,True
231,20,2022-07-01,91,False
232,20,2022-10-01,97,False
233,20,2023-01-01,76,False
234,20,2023-04-01,57,True
235,20,2023-07-01,91,True
236,20,2023-10-01,98,False
237,20,2024-01-01,78,False
238,20,2024-04-01,69,False
239,20,2024-07-01,66,False
240,20,2024-10-01,68,False
241,21,2022-01-01,57,False
242,21,2022-04-01,87,True
243,21,2022-07-01,78,True
244,21,2022-10-01,85,False
245,21,2023-01-01,80,False
246,21,2023-04-01,61,True
247,21,2023-07-01,66,True
248,21,2023-10-01,58,True
249,21,2024-01-01,91,False
250,21,2024-04-01,61,False
251,21,2024-07-01,74,True
252,21,2024-10-01,67,True
253,22,2022-01-01,81,False
254,22,2022-04-01,93,True
255,22,2022-07-01,84,False
256,22,2022-10-01,87,False
257,22,2023-01-01,54,False
258,22,2023-04-01,65,False
259,22,2023-07-01,74,False
260,22,2023-10-01,75,False
261,22,2024-01-01,71,True
262,22,2024-04-01,92,False
263,22,2024-07-01,61,True
264,22,2024-10-01,77,False
265,23,2022-01-01,69,True
266,23,2022-04-01,72,True
267,23,2022-07-01,78,False
268,23,2022-10-01,95,False
269,23,2023-01-01,57,True
270,23,2023-04-01,69,True
271,23,2023-07-01,63,True
272,23,2023-10-01,86,False
273,23,2024-01-01,83,True
274,23,2024-04-01,89,True
275,23,2024-07-01,80,True
276,23,2024-10-01,93,False
277,24,2022-01-01,99,True
278,24,2022-04-01,98,False
279,24,2022-07-01,72,False
280,24,2022-10-01,56,False
281,24,2023-01-01,74,True
282,24,2023-04-01,52,True
283,24,2023-07-01,87,False
284,24,2023-10-01,83,True
285,24,2024-01-01,93,False
286,24,2024-04-01,93,False
287,24,2024-07-01,66,True
288,24,2024-10-01,59,True
289,25,2022-01-01,69,False
290,25,2022-04-01,67,True
291,25,2022-07-01,93,True
292,25,2022-10-01,98,False
293,25,2023-01-01,72,False
294,25,2023-04-01,59,True
295,25,2023-07-01,87,False
296,25,2023-10-01,90,False
297,25,2024-01-01,96,False
298,25,2024-04-01,85,True
299,25,2024-07-01,66,False
300,25,2024-10-01,89,False
301,26,2022-01-01,61,True
302,26,2022-04-01,89,True
303,26,2022-07-01,52,False
304,26,2022-10-01,68,True
305,26,2023-01-01,55,False
306,26,2023-04-01,57,False
307,26,2023-07-01,67,False
308,26,2023-10-01,97,True
309,26,2024-01-01,88,False
310,26,2024-04-01,98,True
311,26,2024-07-01,61,True
312,26,2024-10-01,59,True
313,27,2022-01-01,95,True
314,27,2022-04-01,50,True
315,27,2022-07-01,85,True
316,27,2022-10-01,86,False
317,27,2023-01-01,73,True
318,27,2023-04-01,74,True
319,27,2023-07-01,91,True
320,27,2023-10-01,78,False
321,27,2024-01-01,56,True
322,27,2024-04-01,56,False
323,27,2024-07-01,73,True
324,27,2024-10-01,58,False
325,28,2022-01-01,84,True
326,28,2022-04-01,53,False
327,28,2022-07-01,77,True
328,28,2022-10-01,62,True
329,28,2023-01-01,68,False
330,28,2023-04-01,86,True
331,28,2023-07-01,73,False
332,28,2023-10-01,82,False
333,28,2024-01-01,83,True
334,28,2024-04-01,60,True
335,28,2024-07-01,78,False
336,28,2024-10-01,62,True
337,29,2022-01-01,51,True
338,29,2022-04-01,64,True
339,29,2022-07-01,60,False
340,29,2022-10-01,88,False
341,29,2023-01-01,60,True
342,29,2023-04-01,51,True
343,29,2023-07-01,65,True
344,29,2023-10-01,62,True
345,29,2024-01-01,66,True
346,29,2024-04-01,93,False
347,29,2024-07-01,68,True
348,29,2024-10-01,87,False
349,30,2022-01-01,62,True
350,30,2022-04-01,51,True
351,30,2022-07-01,60,False
352,30,2022-10-01,55,True
353,30,2023-01-01,75,True
354,30,2023-04-01,88,True
355,30,2023-07-01,55,True
356,30,2023-10-01,78,True
357,30,2024-01-01,88,False
358,30,2024-04-01,68,False
359,30,2024-07-01,55,True
360,30,2024-10-01,86,True
361,31,2022-01-01,77,False
362,31,2022-04-01,56,True
363,31,2022-07-01,74,True
364,31,2022-10-01,50,True
365,31,2023-01-01,55,False
366,31,2023-04-01,59,False
367,31,2023-07-01,60,True
368,31,2023-10-01,50,True
369,31,2024-01-01,86,False
370,31,2024-04-01,50,False
371,31,2024-07-01,52,False
372,31,2024-10-01,90,False
373,32,2022-01-01,80,True
374,32,2022-04-01,66,True
375,32,2022-07-01,95,True
376,32,2022-10-01,85,True
377,32,2023-01-01,75,True
378,32,2023-04-01,66,False
379,32,2023-07-01,74,False
380,32,2023-10-01,71,True
381,32,2024-01-01,53,False
382,32,2024-04-01,55,False
383,32,2024-07-01,70,True
384,32,2024-10-01,86,True
385,33,2022-01-01,74,False
386,33,2022-04-01,88,False
387,33,2022-07-01,82,False
388,33,2022-10-01,85,True
389,33,2023-01-01,70,False
390,33,2023-04-01,65,False
391,33,2023-07-01,65,False
392,33,2023-10-01,69,True
393,33,2024-01-01,77,False
394,33,2024-04-01,73,True
395,33,2024-07-01,74,True
396,33,2024-10-01,82,False
397,34,2022-01-01,64,False
398,34,2022-04-01,59,False
399,34,2022-07-01,71,False
400,34,2022-10-01,98,True
401,34,2023-01-01,62,True
402,34,2023-04-01,54,False
403,34,2023-07-01,62,True
404,34,2023-10-01,63,False
405,34,2024-01-01,52,True
406,34,2024-04-01,98,False
407,34,2024-07-01,84,False
408,34,2024-10-01,63,False
409,35,2022-01-01,77,False
410,35,2022-04-01,78,True
411,35,2022-07-01,66,False
412,35,2022-10-01,98,True
413,35,2023-01-01,72,False
414,35,2023-04-01,60,True
415,35,2023-07-01,83,False
416,35,2023-10-01,59,True
417,35,2024-01-01,55,False
418,35,2024-04-01,73,False
419,35,2024-07-01,92,True
420,35,2024-10-01,72,True
421,36,2022-01-01,94,True
422,36,2022-04-01,55,True
423,36,2022-07-01,55,False
424,36,2022-10-01,71,True
425,36,2023-01-01,73,True
426,36,2023-04-01,64,False
427,36,2023-07-01,57,True
428,36,2023-10-01,73,False
429,36,2024-01-01,87,True
430,36,2024-04-01,55,False
431,36,2024-07-01,84,False
432,36,2024-10-01,50,False
433,37,2022-01-01,95,False
434,37,2022-04-01,61,False
435,37,2022-07-01,60,False
436,37,2022-10-01,91,False
437,37,2023-01-01,88,True
438,37,2023-04-01,60,False
439,37,2023-07-01,80,True
440,37,2023-10-01,62,False
441,37,2024-01-01,90,False
442,37,2024-04-01,73,True
443,37,2024-07-01,80,True
444,37,2024-10-01,90,False
445,38,2022-01-01,51,False
446,38,2022-04-01,64,True
447,38,2022-07-01,92,True
448,38,2022-10-01,55,True
449,38,2023-01-01,60,True
450,38,2023-04-01,94,False
451,38,2023-07-01,77,False
452,38,2023-10-01,87,True
453,38,2024-01-01,99,False
454,38,2024-04-01,56,True
455,38,2024-07-01,67,False
456,38,2024-10-01,90,False
457,39,2022-01-01,51,False
458,39,2022-04-01,69,False
459,39,2022-07-01,92,False
460,39,2022-10-01,56,False
461,39,2023-01-01,79,False
462,39,2023-04-01,54,True
463,39,2023-07-01,50,False
464,39,2023-10-01,50,True
465,39,2024-01-01,51,True
466,39,2024-04-01,69,True
467,39,2024-07-01,72,True
468,39,2024-10-01,73,False
469,40,2022-01-01,61,False
470,40,2022-04-01,69,False
471,40,2022-07-01,50,False
472,40,2022-10-01,82,False
473,40,2023-01-01,63,False
474,40,2023-04-01,54,True
475,40,2023-07-01,73,False
476,40,2023-10-01,80,True
477,40,2024-01-01,62,False
478,40,2024-04-01,73,True
479,40,2024-07-01,73,False
480,40,2024-10-01,75,False
481,41,2022-01-01,65,False
482,41,2022-04-01,95,True
483,41,2022-07-01,98,True
484,41,2022-10-01,84,True
485,41,2023-01-01,78,True
486,41,2023-04-01,66,False
487,41,2023-07-01,88,False
488,41,2023-10-01,77,True
489,41,2024-01-01,92,True
490,41,2024-04-01,59,True
491,41,2024-07-01,91,False
492,41,2024-10-01,61,True
493,42,2022-01-01,91,False
494,42,2022-04-01,81,False
495,42,2022-07-01,91,False
496,42,2022-10-01,75,True
497,42,2023-01-01,50,False
498,42,2023-04-01,91,False
499,42,2023-07-01,66,False
500,42,2023-10-01,88,True
501,42,2024-01-01,76,True
502,42,2024-04-01,71,False
503,42,2024-07-01,95,True
504,42,2024-10-01,50,True
505,43,2022-01-01,69,True
506,43,2022-04-01,68,False
507,43,2022-07-01,89,True
508,43,2022-10-01,53,True
509,43,2023-01-01,90,False
510,43,2023-04-01,71,False
511,43,2023-07-01,61,False
512,43,2023-10-01,92,True
513,43,2024-01-01,58,False
514,43,2024-04-01,68,False
515,43,2024-07-01,96,True
516,43,2024-10-01,65,True
517,44,2022-01-01,65,True
518,44,2022-04-01,86,True
519,44,2022-07-01,68,False
520,44,2022-10-01,86,True
521,44,2023-01-01,66,False
522,44,2023-04-01,75,False
523,44,2023-07-01,57,True
524,44,2023-10-01,82,False
525,44,2024-01-01,79,True
526,44,2024-04-01,69,False
527,44,2024-07-01,67,True
528,44,2024-10-01,59,False
529,45,2022-01-01,53,True
530,45,2022-04-01,53,True
531,45,2022-07-01,74,True
532,45,2022-10-01,67,True
533,45,2023-01-01,73,False
534,45,2023-04-01,97,True
535,45,2023-07-01,68,True
536,45,2023-10-01,77,True
537,45,2024-01-01,88,True
538,45,2024-04-01,59,True
539,45,2024-07-01,91,True
540,45,2024-10-01,58,False
541,46,2022-01-01,96,True
542,46,2022-04-01,84,True
543,46,2022-07-01,54,True
544,46,2022-10-01,71,False
545,46,2023-01-01,90,True
546,46,2023-04-01,56,False
547,46,2023-07-01,72,False
548,46,2023-10-01,74,True
549,46,2024-01-01,90,False
550,46,2024-04-01,83,True
551,46,2024-07-01,58,False
552,46,2024-10-01,98,True
553,47,2022-01-01,55,True
554,47,2022-04-01,80,False
555,47,2022-07-01,90,False
556,47,2022-10-01,78,False
557,47,2023-01-01,63,False
558,47,2023-04-01,85,True
559,47,2023-07-01,64,False
560,47,2023-10-01,75,False
561,47,2024-01-01,97,True
562,47,2024-04-01,77,False
563,47,2024-07-01,65,False
564,47,2024-10-01,61,False
565,48,2022-01-01,89,False
566,48,2022-04-01,91,True
567,48,2022-07-01,78,True
568,48,2022-10-01,67,False
569,48,2023-01-01,91,True
570,48,2023-04-01,67,True
571,48,2023-07-01,88,True
572,48,2023-10-01,50,True
573,48,2024-01-01,53,False
574,48,2024-04-01,69,False
575,48,2024-07-01,72,True
576,48,2024-10-01,83,False
577,49,2022-01-01,95,False
578,49,2022-04-01,82,False
579,49,2022-07-01,88,True
580,49,2022-10-01,59,False
581,49,2023-01-01,69,True
582,49,2023-04-01,62,True
583,49,2023-07-01,54,False
584,49,2023-10-01,64,True
585,49,2024-01-01,77,True
586,49,2024-04-01,72,False
587,49,2024-07-01,94,True
588,49,2024-10-01,66,True
589,50,2022-01-01,83,True
590,50,2022-04-01,63,True
591,50,2022-07-01,77,False
592,50,2022-10-01,81,True
593,50,2023-01-01,80,True
594,50,2023-04-01,96,True
595,50,2023-07-01,59,False
596,50,2023-10-01,70,True
597,50,2024-01-01,99,True
598,50,2024-04-01,55,False
599,50,2024-07-01,80,True
600,50,2024-10-01,60,False
601,51,2022-01-01,97,True
602,51,2022-04-01,51,True
603,51,2022-07-01,50,False
604,51,2022-10-01,85,False
605,51,2023-01-01,74,True
606,51,2023-04-01,58,False
607,51,2023-07-01,72,False
608,51,2023-10-01,59,False
609,51,2024-01-01,92,False
610,51,2024-04-01,79,False
611,51,2024-07-01,55,False
612,51,2024-10-01,51,False
613,52,2022-01-01,51,False
614,52,2022-04-01,91,False
615,52,2022-07-01,61,True
616,52,2022-10-01,57,False
617,52,2023-01-01,99,True
618,52,2023-04-01,64,True
619,52,2023-07-01,93,False
620,52,2023-10-01,59,False
621,52,2024-01-01,54,False
622,52,2024-04-01,68,True
623,52,2024-07-01,87,True
624,52,2024-10-01,60,True
625,53,2022-01-01,92,False
626,53,2022-04-01,69,True
627,53,2022-07-01,67,True
628,53,2022-10-01,99,False
629,53,2023-01-01,83,False
630,53,2023-04-01,79,True
631,53,2023-07-01,95,True
632,53,2023-10-01,80,False
633,53,2024-01-01,53,True
634,53,2024-04-01,55,False
635,53,2024-07-01,53,False
636,53,2024-10-01,96,False
637,54,2022-01-01,88,True
638,54,2022-04-01,68,True
639,54,2022-07-01,98,False
640,54,2022-10-01,78,True
641,54,2023-01-01,65,False
642,54,2023-04-01,74,False
643,54,2023-07-01,60,False
644,54,2023-10-01,56,False
645,54,2024-01-01,71,True
646,54,2024-04-01,68,True
647,54,2024-07-01,75,False
648,54,2024-10-01,90,False
649,55,2022-01-01,72,True
650,55,2022-04-01,62,True
651,55,2022-07-01,51,False
652,55,2022-10-01,65,True
653,55,2023-01-01,77,True
654,55,2023-04-01,84,True
655,55,2023-07-01,62,True
656,55,2023-10-01,70,False
657,55,2024-01-01,83,False
658,55,2024-04-01,90,False
659,55,2024-07-01,51,False
660,55,2024-10-01,81,False
661,56,2022-01-01,89,False
662,56,2022-04-01,77,True
663,56,2022-07-01,90,True
664,56,2022-10-01,90,False
665,56,2023-01-01,53,True
666,56,2023-04-01,59,True
667,56,2023-07-01,60,False
668,56,2023-10-01,87,False
669,56,2024-01-01,94,True
670,56,2024-04-01,65,True
671,56,2024-07-01,51,True
672,56,2024-10-01,90,True
673,57,2022-01-01,78,False
674,57,2022-04-01,69,True
675,57,2022-07-01,63,False
676,57,2022-10-01,98,False
677,57,2023-01-01,80,False
678,57,2023-04-01,89,False
679,57,2023-07-01,67,False
680,57,2023-10-01,74,True
681,57,2024-01-01,68,False
682,57,2024-04-01,77,False
683,57,2024-07-01,80,True
684,57,2024-10-01,52,False
685,58,2022-01-01,71,True
686,58,2022-04-01,85,True
687,58,2022-07-01,63,True
688,58,2022-10-01,58,False
689,58,2023-01-01,79,True
690,58,2023-04-01,61,True
691,58,2023-07-01,81,True
692,58,2023-10-01,69,True
693,58,2024-01-01,96,False
694,58,2024-04-01,60,False
695,58,2024-07-01,57,False
696,58,2024-10-01,76,False
697,59,2022-01-01,89,False
698,59,2022-04-01,96,False
699,59,2022-07-01,93,False
700,59,2022-10-01,97,True
701,59,2023-01-01,70,False
702,59,2023-04-01,69,False
703,59,2023-07-01,53,True
704,59,2023-10-01,62,True
705,59,2024-01-01,58,False
706,59,2024-04-01,61,True
707,59,2024-07-01,62,False
708,59,2024-10-01,75,False
709,60,2022-01-01,91,True
710,60,2022-04-01,88,False
711,60,2022-07-01,68,False
712,60,2022-10-01,68,True
713,60,2023-01-01,62,True
714,60,2023-04-01,77,True
715,60,2023-07-01,51,False
716,60,2023-10-01,71,True
717,60,2024-01-01,58,True
718,60,2024-04-01,63,True
719,60,2024-07-01,97,False
720,60,2024-10-01,64,False
721,61,2022-01-01,82,True
722,61,2022-04-01,73,False
723,61,2022-07-01,62,False
724,61,2022-10-01,96,False
725,61,2023-01-01,65,False
726,61,2023-04-01,66,False
727,61,2023-07-01,92,False
728,61,2023-10-01,52,True
729,61,2024-01-01,61,False
730,61,2024-04-01,65,False
731,61,2024-07-01,65,True
732,61,2024-10-01,98,True
733,62,2022-01-01,92,True
734,62,2022-04-01,82,False
735,62,2022-07-01,61,True
736,62,2022-10-01,67,True
737,62,2023-01-01,77,False
738,62,2023-04-01,72,False
739,62,2023-07-01,79,True
740,62,2023-10-01,94,False
741,62,2024-01-01,64,True
742,62,2024-04-01,64,False
743,62,2024-07-01,91,False
744,62,2024-10-01,87,False
745,63,2022-01-01,93,True
746,63,2022-04-01,78,True
747,63,2022-07-01,74,False
748,63,2022-10-01,73,True
749,63,2023-01-01,68,False
750,63,2023-04-01,71,False
751,63,2023-07-01,82,False
752,63,2023-10-01,74,False
753,63,2024-01-01,58,False
754,63,2024-04-01,72,True
755,63,2024-07-01,74,False
756,63,2024-10-01,65,False
757,64,2022-01-01,97,True
758,64,2022-04-01,64,True
759,64,2022-07-01,71,True
760,64,2022-10-01,87,False
761,64,2023-01-01,63,False
762,64,2023-04-01,67,True
763,64,2023-07-01,90,False
764,64,2023-10-01,52,False
765,64,2024-01-01,98,True
766,64,2024-04-01,96,True
767,64,2024-07-01,76,True
768,64,2024-10-01,76,True
769,65,2022-01-01,98,True
770,65,2022-04-01,56,True
771,65,2022-07-01,78,True
772,65,2022-10-01,84,True
773,65,2023-01-01,86,True
774,65,2023-04-01,61,False
775,65,2023-07-01,69,True
776,65,2023-10-01,52,True
777,65,2024-01-01,90,True
778,65,2024-04-01,75,False
779,65,2024-07-01,72,True
780,65,2024-10-01,70,False
781,66,2022-01-01,58,True
782,66,2022-04-01,77,True
783,66,2022-07-01,66,False
784,66,2022-10-01,85,True
785,66,2023-01-01,67,True
786,66,2023-04-01,58,True
787,66,2023-07-01,89,True
788,66,2023-10-01,94,True
789,66,2024-01-01,92,False
790,66,2024-04-01,95,False
791,66,2024-07-01,82,False
792,66,2024-10-01,85,True
793,67,2022-01-01,90,False
794,67,2022-04-01,85,False
795,67,2022-07-01,90,True
796,67,2022-10-01,93,True
797,67,2023-01-01,61,False
798,67,2023-04-01,67,False
799,67,2023-07-01,93,False
800,67,2023-10-01,86,True
801,67,2024-01-01,69,True
802,67,2024-04-01,61,True
803,67,2024-07-01,74,True
804,67,2024-10-01,58,False
805,68,2022-01-01,99,False
806,68,2022-04-01,74,True
807,68,2022-07-01,81,True
808,68,2022-10-01,63,True
809,68,2023-01-01,66,True
810,68,2023-04-01,57,True
811,68,2023-07-01,54,True
812,68,2023-10-01,84,True
813,68,2024-01-01,72,True
814,68,2024-04-01,79,False
815,68,2024-07-01,65,True
816,68,2024-10-01,51,False
817,69,2022-01-01,95,True
818,69,2022-04-01,75,False
819,69,2022-07-01,74,False
820,69,2022-10-01,64,False
821,69,2023-01-01,96,False
822,69,2023-04-01,65,False
823,69,2023-07-01,78,False
824,69,2023-10-01,96,True
825,69,2024-01-01,64,True
826,69,2024-04-01,57,False
827,69,2024-07-01,51,True
828,69,2024-10-01,59,True
829,70,2022-01-01,72,True
830,70,2022-04-01,57,False
831,70,2022-07-01,72,False
832,70,2022-10-01,63,True
833,70,2023-01-01,91,True
834,70,2023-04-01,50,False
835,70,2023-07-01,81,True
836,70,2023-10-01,98,False
837,70,2024-01-01,66,True
838,70,2024-04-01,72,False
839,70,2024-07-01,81,False
840,70,2024-10-01,64,True
841,71,2022-01-01,51,False
842,71,2022-04-01,68,False
843,71,2022-07-01,94,False
844,71,2022-10-01,60,True
845,71,2023-01-01,71,True
846,71,2023-04-01,59,True
847,71,2023-07-01,76,False
848,71,2023-10-01,58,False
849,71,2024-01-01,77,True
850,71,2024-04-01,66,True
851,71,2024-07-01,93,False
852,71,2024-10-01,86,False
853,72,2022-01-01,78,False
854,72,2022-04-01,96,False
855,72,2022-07-01,88,True
856,72,2022-10-01,55,False
857,72,2023-01-01,61,True
858,72,2023-04-01,63,False
859,72,2023-07-01,59,False
860,72,2023-10-01,69,True
861,72,2024-01-01,80,True
862,72,2024-04-01,90,False
863,72,2024-07-01,59,False
864,72,2024-10-01,88,False
865,73,2022-01-01,79,True
866,73,2022-04-01,52,False
867,73,2022-07-01,92,True
868,73,2022-10-01,70,False
869,73,2023-01-01,86,False
870,73,2023-04-01,61,False
871,73,2023-07-01,96,True
872,73,2023-10-01,88,False
873,73,2024-01-01,77,True
874,73,2024-04-01,94,True
875,73,2024-07-01,89,False
876,73,2024-10-01,71,False
877,74,2022-01-01,75,False
878,74,2022-04-01,82,False
879,74,2022-07-01,71,True
880,74,2022-10-01,99,True
881,74,2023-01-01,67,True
882,74,2023-04-01,99,False
883,74,2023-07-01,57,False
884,74,2023-10-01,79,True
885,74,2024-01-01,72,False
886,74,2024-04-01,71,False
887,74,2024-07-01,92,True
888,74,2024-10-01,94,True
889,75,2022-01-01,80,True
890,75,2022-04-01,58,True
891,75,2022-07-01,52,True
892,75,2022-10-01,82,True
893,75,2023-01-01,80,False
894,75,2023-04-01,83,False
895,75,2023-07-01,84,True
896,75,2023-10-01,81,False
897,75,2024-01-01,94,True
898,75,2024-04-01,82,False
899,75,2024-07-01,68,True
900,75,2024-10-01,77,True
901,76,2022-01-01,70,False
902,76,2022-04-01,83,False
903,76,2022-07-01,64,False
904,76,2022-10-01,68,True
905,76,2023-01-01,64,False
906,76,2023-04-01,58,True
907,76,2023-07-01,69,False
908,76,2023-10-01,87,False
909,76,2024-01-01,67,False
910,76,2024-04-01,58,False
911,76,2024-07-01,55,False
912,76,2024-10-01,77,False
913,77,2022-01-01,73,True
914,77,2022-04-01,62,True
915,77,2022-07-01,61,True
916,77,2022-10-01,68,True
917,77,2023-01-01,76,False
918,77,2023-04-01,68,False
919,77,2023-07-01,75,True
920,77,2023-10-01,77,False
921,77,2024-01-01,67,False
922,77,2024-04-01,85,False
923,77,2024-07-01,78,True
924,77,2024-10-01,53,False
925,78,2022-01-01,94,True
926,78,2022-04-01,78,False
927,78,2022-07-01,59,True
928,78,2022-10-01,80,True
929,78,2023-01-01,96,False
