"nom","nom_departement","performance"
"Nom_190","Informatique",51
"Nom_925","Ventes",51
"Nom_911","Juridique",51
"Nom_495","Informatique",51
"Nom_1099","Ventes",51
"Nom_997","Data & Analytics",51
"Nom_523","Service Client",51
"Nom_632","Opérations",51
"Nom_1089","Marketing",51
"Nom_920","Juridique",51
"Nom_29","Marketing",51
"Nom_240","Opérations",51
"Nom_281","Opérations",51
"Nom_834","Data & Analytics",51
"Nom_1033","Juridique",51
"Nom_559","Ressources Humaines",51
"Nom_1171","Juridique",51
"Nom_806","Data & Analytics",51
"Nom_1209","Ventes",51
"Nom_727","Juridique",51
"Nom_768","Ressources Humaines",51
"Nom_870","Opérations",51
"Nom_1087","Ressources Humaines",51
"Nom_1119","Direction Générale",51
"Nom_493","Direction Générale",51
"Nom_1124","Juridique",51
"Nom_996","Direction Générale",51
"Nom_560","Opérations",51
"Nom_1161","Service Client",51
"Nom_805","Ressources Humaines",51
"Nom_620","Direction Générale",51
"Nom_71","Informatique",51
"Nom_742","Marketing",51
"Nom_394","Direction Générale",51
"Nom_437","Finance",51
"Nom_673","Service Client",51
"Nom_538","Opérations",51
"Nom_1051","Informatique",51
"Nom_1010","Data & Analytics",51
"Nom_246","Juridique",51
"Nom_890","Ventes",51
"Nom_791","Service Client",51
"Nom_267","Marketing",51
"Nom_189","Marketing",51
"Nom_60","Direction Générale",51
"Nom_723","Opérations",51
"Nom_1110","Informatique",51
"Nom_640","Opérations",51
"Nom_687","Service Client",51
"Nom_1271","Juridique",51
"Nom_342","Ventes",51
"Nom_1148","Marketing",51
"Nom_774","Finance",51
"Nom_1293","Informatique",51
"Nom_1004","Ressources Humaines",51
"Nom_767","Direction Générale",51
"Nom_941","Ventes",51
"Nom_1166","Service Client",51
"Nom_935","Informatique",51
"Nom_1226","Opérations",51
"Nom_406","Ventes",51
"Nom_1240","Ressources Humaines",51
"Nom_1424","Finance",51
"Nom_1425","Marketing",51
"Nom_412","Finance",51
"Nom_56","Ventes",51
"Nom_749","Opérations",51
"Nom_810","Ressources Humaines",51
"Nom_1241","Ventes",51
"Nom_329","Ressources Humaines",51
"Nom_678","Marketing",51
"Nom_1443","Ressources Humaines",51
"Nom_962","Ressources Humaines",51
"Nom_1304","Juridique",51
"Nom_858","Data & Analytics",51
"Nom_500","Juridique",51
"Nom_1244","Juridique",51
"Nom_1131","Ventes",51
"Nom_1","Juridique",51
"Nom_1094","Marketing",51
"Nom_511","Ventes",51
"Nom_892","Ressources Humaines",51
"Nom_248","Informatique",51
"Nom_1235","Opérations",51
"Nom_259","Service Client",51
"Nom_628","Juridique",51
"Nom_1418","Finance",52
"Nom_24","Ventes",52
"Nom_1225","Service Client",52
"Nom_226","Direction Générale",52
"Nom_234","Informatique",52
"Nom_1250","Juridique",52
"Nom_636","Ressources Humaines",52
"Nom_224","Informatique",52
"Nom_132","Finance",52
"Nom_344","Juridique",52
"Nom_1343","Juridique",52
"Nom_1496","Juridique",52
"Nom_1282","Finance",52
"Nom_1140","Ressources Humaines",52
"Nom_139","Finance",52
"Nom_61","Direction Générale",52
"Nom_480","Informatique",52
"Nom_1308","Data & Analytics",52
"Nom_824","Direction Générale",52
"Nom_115","Service Client",52
"Nom_1371","Finance",52
"Nom_921","Opérations",52
"Nom_1011","Marketing",52
"Nom_800","Ventes",52
"Nom_914","Direction Générale",52
"Nom_1352","Ventes",52
"Nom_550","Informatique",52
"Nom_575","Ressources Humaines",52
"Nom_820","Finance",52
"Nom_1116","Juridique",52
"Nom_1410","Ressources Humaines",52
"Nom_802","Opérations",52
"Nom_1027","Direction Générale",52
"Nom_1427","Finance",52
"Nom_374","Data & Analytics",52
"Nom_752","Service Client",52
"Nom_110","Data & Analytics",52
"Nom_34","Direction Générale",52
"Nom_1127","Service Client",52
"Nom_757","Opérations",52
"Nom_1042","Juridique",52
"Nom_1150","Ventes",52
"Nom_452","Marketing",52
"Nom_485","Informatique",52
"Nom_680","Marketing",52
"Nom_1323","Data & Analytics",52
"Nom_1391","Finance",52
"Nom_1120","Finance",52
"Nom_1434","Ventes",52
"Nom_656","Finance",52
"Nom_476","Finance",52
"Nom_414","Juridique",52
"Nom_904","Data & Analytics",52
"Nom_1500","Service Client",52
"Nom_98","Service Client",52
"Nom_182","Service Client",52
"Nom_323","Ressources Humaines",52
"Nom_1406","Juridique",52
"Nom_1435","Opérations",52
"Nom_999","Ventes",52
"Nom_1372","Data & Analytics",52
"Nom_702","Service Client",52
"Nom_1097","Juridique",52
"Nom_514","Informatique",52
"Nom_738","Ressources Humaines",52
"Nom_766","Marketing",52
"Nom_578","Juridique",52
"Nom_901","Marketing",52
"Nom_1045","Opérations",52
"Nom_1307","Informatique",52
"Nom_1030","Data & Analytics",52
"Nom_915","Ressources Humaines",52
"Nom_1101","Juridique",52
"Nom_310","Ventes",52
"Nom_852","Marketing",52
"Nom_1055","Direction Générale",52
"Nom_699","Opérations",52
"Nom_269","Ressources Humaines",52
"Nom_179","Data & Analytics",52
"Nom_515","Informatique",52
"Nom_964","Finance",52
"Nom_1387","Ressources Humaines",52
"Nom_1405","Ressources Humaines",52
"Nom_1079","Finance",52
"Nom_705","Service Client",52
"Nom_561","Data & Analytics",52
"Nom_73","Service Client",52
"Nom_481","Data & Analytics",52
"Nom_868","Service Client",52
"Nom_910","Ventes",52
"Nom_1203","Ressources Humaines",52
"Nom_489","Direction Générale",52
"Nom_471","Opérations",52
"Nom_405","Data & Analytics",52
"Nom_1277","Ventes",52
"Nom_1332","Marketing",52
"Nom_1386","Direction Générale",52
"Nom_383","Informatique",52
"Nom_1385","Informatique",52
"Nom_381","Finance",52
"Nom_1002","Finance",52
"Nom_8","Juridique",52
"Nom_420","Marketing",52
"Nom_591","Data & Analytics",52
"Nom_502","Data & Analytics",52
"Nom_357","Informatique",52
"Nom_1247","Opérations",52
"Nom_65","Opérations",52
"Nom_256","Ventes",52
"Nom_968","Direction Générale",52
"Nom_125","Marketing",52
"Nom_1302","Ventes",52
"Nom_433","Juridique",52
"Nom_222","Juridique",52
"Nom_1005","Juridique",52
"Nom_721","Opérations",52
"Nom_971","Ressources Humaines",52
"Nom_1252","Ventes",52
"Nom_690","Data & Analytics",52
"Nom_391","Service Client",52
"Nom_613","Informatique",52
"Nom_26","Ressources Humaines",52
"Nom_1175","Data & Analytics",52
"Nom_87","Marketing",52
"Nom_159","Juridique",52
"Nom_505","Data & Analytics",52
"Nom_1155","Data & Analytics",52
"Nom_264","Marketing",52
"Nom_1029","Data & Analytics",52
"Nom_960","Informatique",52
"Nom_228","Juridique",52
"Nom_494","Marketing",52
"Nom_716","Finance",52
"Nom_75","Service Client",52
"Nom_1036","Direction Générale",52
"Nom_884","Juridique",52
"Nom_19","Ventes",52
"Nom_735","Finance",52
"Nom_567","Informatique",52
"Nom_603","Ventes",52
"Nom_517","Finance",52
"Nom_1319","Ventes",52
"Nom_950","Finance",52
"Nom_938","Ressources Humaines",52
"Nom_1168","Ressources Humaines",52
"Nom_401","Juridique",52
"Nom_846","Direction Générale",52
"Nom_1195","Finance",52
"Nom_537","Juridique",52
"Nom_57","Data & Analytics",52
"Nom_1220","Ventes",52
"Nom_718","Ventes",52
"Nom_168","Informatique",52
"Nom_261","Informatique",52
"Nom_1243","Marketing",52
"Nom_255","Juridique",52
"Nom_231","Juridique",52
"Nom_1043","Data & Analytics",52
"Nom_351","Marketing",52
"Nom_724","Juridique",52
"Nom_352","Informatique",52
"Nom_1186","Data & Analytics",52
"Nom_1132","Marketing",52
"Nom_317","Direction Générale",52
"Nom_79","Marketing",52
"Nom_1465","Marketing",52
"Nom_782","Finance",52
"Nom_1358","Informatique",52
"Nom_804","Ventes",52
"Nom_977","Ventes",52
"Nom_1316","Direction Générale",52
"Nom_1446","Marketing",52
"Nom_1269","Direction Générale",52
"Nom_99","Informatique",52
"Nom_100","Informatique",52
"Nom_154","Ressources Humaines",52
"Nom_839","Data & Analytics",52
"Nom_276","Finance",52
"Nom_563","Direction Générale",52
"Nom_980","Marketing",52
"Nom_879","Service Client",52
"Nom_919","Data & Analytics",52
"Nom_472","Ventes",52
"Nom_1470","Service Client",52
"Nom_319","Informatique",52
"Nom_830","Ventes",52
"Nom_755","Marketing",52
"Nom_663","Finance",52
"Nom_1259","Ventes",52
"Nom_574","Ventes",52
"Nom_260","Ressources Humaines",52
"Nom_258","Opérations",52
"Nom_1291","Finance",52
"Nom_894","Service Client",52
"Nom_389","Informatique",52
"Nom_847","Juridique",52
"Nom_1491","Direction Générale",52
"Nom_435","Ventes",52
"Nom_64","Juridique",52
"Nom_1214","Juridique",52
"Nom_15","Finance",53
"Nom_1449","Direction Générale",53
"Nom_1462","Direction Générale",53
"Nom_837","Ventes",53
"Nom_1270","Juridique",53
"Nom_1432","Ventes",53
"Nom_1048","Informatique",53
"Nom_1095","Juridique",53
"Nom_2","Juridique",53
"Nom_1212","Informatique",53
"Nom_1109","Informatique",53
"Nom_1320","Juridique",53
"Nom_424","Opérations",53
"Nom_967","Opérations",53
"Nom_283","Juridique",53
"Nom_1023","Data & Analytics",53
"Nom_730","Informatique",53
"Nom_832","Opérations",53
"Nom_59","Opérations",53
"Nom_207","Ventes",53
"Nom_1393","Informatique",53
"Nom_708","Opérations",53
"Nom_909","Opérations",53
"Nom_588","Informatique",53
"Nom_355","Juridique",53
"Nom_1488","Juridique",53
"Nom_572","Direction Générale",53
"Nom_177","Ventes",53
"Nom_1329","Marketing",53
"Nom_1194","Ressources Humaines",53
"Nom_905","Ressources Humaines",53
"Nom_116","Ressources Humaines",53
"Nom_284","Informatique",53
"Nom_590","Opérations",53
"Nom_532","Ressources Humaines",53
"Nom_972","Service Client",53
"Nom_607","Direction Générale",53
"Nom_952","Service Client",53
"Nom_929","Marketing",53
"Nom_770","Ventes",53
"Nom_1416","Opérations",53
"Nom_390","Juridique",53
"Nom_81","Opérations",53
"Nom_364","Ressources Humaines",53
"Nom_520","Ressources Humaines",53
"Nom_243","Ressources Humaines",53
"Nom_1369","Juridique",53
"Nom_16","Direction Générale",53
"Nom_1340","Data & Analytics",53
"Nom_347","Ressources Humaines",53
"Nom_148","Ventes",53
"Nom_942","Juridique",53
"Nom_593","Ressources Humaines",53
"Nom_1232","Informatique",53
"Nom_789","Ressources Humaines",53
"Nom_147","Finance",53
"Nom_415","Informatique",53
"Nom_644","Data & Analytics",53
"Nom_1472","Marketing",53
"Nom_118","Marketing",53
"Nom_1106","Ventes",53
"Nom_1479","Ressources Humaines",53
"Nom_1377","Service Client",53
"Nom_639","Finance",53
"Nom_1135","Service Client",53
"Nom_183","Service Client",53
"Nom_1367","Ressources Humaines",53
"Nom_795","Opérations",53
"Nom_1077","Opérations",53
"Nom_7","Direction Générale",53
"Nom_641","Service Client",53
"Nom_586","Data & Analytics",53
"Nom_106","Service Client",53
"Nom_426","Ventes",53
"Nom_1137","Direction Générale",53
"Nom_160","Informatique",53
"Nom_966","Service Client",53
"Nom_146","Opérations",53
"Nom_773","Informatique",53
"Nom_512","Marketing",53
"Nom_216","Opérations",53
"Nom_1067","Informatique",53
"Nom_585","Informatique",53
"Nom_1400","Service Client",53
"Nom_101","Finance",53
"Nom_53","Opérations",53
"Nom_1012","Informatique",53
"Nom_1092","Service Client",53
"Nom_1374","Service Client",53
"Nom_77","Finance",53
"Nom_1063","Finance",53
"Nom_451","Opérations",53
"Nom_362","Opérations",53
"Nom_874","Opérations",53
"Nom_1351","Ventes",53
"Nom_943","Data & Analytics",53
"Nom_1288","Service Client",53
"Nom_326","Informatique",53
"Nom_743","Ressources Humaines",53
"Nom_1222","Juridique",53
"Nom_174","Opérations",53
"Nom_981","Direction Générale",53
"Nom_618","Finance",53
"Nom_466","Ventes",53
"Nom_1407","Ventes",53
"Nom_408","Finance",53
"Nom_1228","Informatique",53
"Nom_1475","Ressources Humaines",53
"Nom_1076","Opérations",53
"Nom_439","Informatique",53
"Nom_97","Finance",53
"Nom_211","Informatique",53
"Nom_32","Juridique",53
"Nom_797","Data & Analytics",53
"Nom_646","Informatique",53
"Nom_1303","Data & Analytics",53
"Nom_1315","Ventes",53
"Nom_539","Direction Générale",53
"Nom_343","Juridique",53
"Nom_1287","Ressources Humaines",53
"Nom_1191","Informatique",53
"Nom_1283","Direction Générale",53
"Nom_400","Ventes",53
"Nom_321","Ressources Humaines",53
"Nom_1086","Juridique",53
"Nom_153","Direction Générale",53
"Nom_695","Finance",53
"Nom_1257","Ressources Humaines",53
"Nom_1331","Informatique",53
"Nom_230","Service Client",53
"Nom_955","Ventes",53
"Nom_279","Opérations",53
"Nom_573","Data & Analytics",53
"Nom_444","Juridique",53
"Nom_882","Direction Générale",53
"Nom_456","Opérations",53
"Nom_759","Data & Analytics",53
"Nom_206","Opérations",53
"Nom_270","Marketing",53
